Gene ID,Product Description,Gene Type
AARA015687,aquaporin [Source:Projected from Anopheles gambiae (AGAP028491) VB Community Annotation],protein coding gene
AARA015688,aquaporin,protein coding gene
AARA015689,Methyltransf_FA domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182IIA3],protein coding gene
AARA015690,F-box protein [Source:Projected from Anopheles gambiae (AGAP006203) VB Community Annotation],protein coding gene
AARA015691,unspecified product,protein coding gene
AARA015692,unspecified product,protein coding gene
AARA015693,unspecified product,protein coding gene
AARA015694,unspecified product,protein coding gene
AARA015695,unspecified product,protein coding gene
AARA015696,unspecified product,protein coding gene
AARA015697,unspecified product,protein coding gene
AARA015698,unspecified product,protein coding gene
AARA015699,unspecified product,protein coding gene
AARA015700,unspecified product,protein coding gene
AARA015701,chymotrypsin B chain C [Source:Projected from Anopheles gambiae (AGAP006192) VB Community Annotation],protein coding gene
AARA015702,integrator complex subunit [Source:Projected from Anopheles gambiae (AGAP005494) VB Community Annotation],protein coding gene
AARA015703,odorant receptor,protein coding gene
AARA015704,unspecified product,protein coding gene
AARA015705,unspecified product,protein coding gene
AARA015706,odorant receptor,protein coding gene
AARA015707,odorant receptor,protein coding gene
AARA015708,CLIP-domain serine protease [Source:Projected from Anopheles gambiae (AGAP003246) VB Community Annotation],protein coding gene
AARA015709,CLIP-domain serine protease [Source:Projected from Anopheles gambiae (AGAP003245) VB Community Annotation],protein coding gene
AARA015710,CLIP-domain serine protease [Source:Projected from Anopheles gambiae (AGAP003247) VB Community Annotation],protein coding gene
AARA015711,unspecified product,protein coding gene
AARA015712,unspecified product,protein coding gene
AARA015713,CLIP-domain serine protease [Source:Projected from Anopheles gambiae (AGAP003249) VB Community Annotation],protein coding gene
AARA015714,CLIP-domain serine protease [Source:Projected from Anopheles gambiae (AGAP003250) VB Community Annotation],protein coding gene
AARA015715,Gustatory receptor [Source:UniProtKB/TrEMBL;Acc:A0A182IIC9],protein coding gene
AARA015716,Gustatory receptor [Source:UniProtKB/TrEMBL;Acc:A0A182IID0],protein coding gene
AARA015717,Gustatory receptor [Source:UniProtKB/TrEMBL;Acc:A0A182IID1],protein coding gene
AARA015718,gustatory receptor,protein coding gene
AARA015719,glutathione S-transferase,protein coding gene
AARA015720,Gustatory receptor [Source:UniProtKB/TrEMBL;Acc:A0A182IID4],protein coding gene
AARA015721,gustatory receptor,protein coding gene
AARA015722,unspecified product,protein coding gene
AARA015723,"solute carrier family 19, member [Source:Projected from Anopheles gambiae (AGAP012955) VB Community Annotation]",protein coding gene
AARA015724,F-type H+-transporting ATPase subunit b [Source:Projected from Anopheles gambiae (AGAP001138) VB Community Annotation],protein coding gene
AARA015725,Gustatory receptor [Source:UniProtKB/TrEMBL;Acc:A0A182IID9],protein coding gene
AARA015726,unspecified product,protein coding gene
AARA015727,Palmitoyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A182IIE1],protein coding gene
AARA015728,glutathione S-transferase,protein coding gene
AARA015729,glutathione S-transferase,protein coding gene
AARA015730,Elongation of very long chain fatty acids protein [Source:UniProtKB/TrEMBL;Acc:A0A182IIE4],protein coding gene
AARA015731,Elongation of very long chain fatty acids protein [Source:UniProtKB/TrEMBL;Acc:A0A182IIE5],protein coding gene
AARA015732,odorant receptor,protein coding gene
AARA015733,odorant receptor,protein coding gene
AARA015734,unspecified product,protein coding gene
AARA015735,mediator of RNA polymerase II transcription subunit 30,protein coding gene
AARA015736,signal transducing adaptor molecule [Source:Projected from Anopheles gambiae (AGAP008494) VB Community Annotation],protein coding gene
AARA015739,"solute carrier family 12 (sodium/potassium/chloride transporter), member [Source:Projected from Anopheles gambiae (AGAP003275) VB Community Annotation]",protein coding gene
AARA015740,"solute carrier family 12 (sodium/potassium/chloride transporter), member [Source:Projected from Anopheles gambiae (AGAP003274) VB Community Annotation]",protein coding gene
AARA015741,E3 ubiquitin-protein ligase SH3RF [Source:Projected from Anopheles gambiae (AGAP011487) VB Community Annotation],protein coding gene
AARA015742,conserved oligomeric Golgi complex subunit [Source:Projected from Anopheles gambiae (AGAP011488) VB Community Annotation],protein coding gene
AARA015743,unspecified product,protein coding gene
AARA015744,protein dispatched (segment polarity protein) [Source:Projected from Anopheles gambiae (AGAP004140) VB Community Annotation],protein coding gene
AARA015745,unspecified product,protein coding gene
AARA015746,arrestin domain-containing protein [Source:Projected from Anopheles gambiae (AGAP001894) VB Community Annotation],protein coding gene
AARA015747,glutathione S-transferase,protein coding gene
AARA015748,glutathione S-transferase,protein coding gene
AARA015749,odorant receptor,protein coding gene
AARA015750,odorant receptor,protein coding gene
AARA015751,long wavelength sensitive opsin [Source:Projected from Anopheles gambiae (AGAP001162) VB Community Annotation],protein coding gene
AARA015752,long wavelength sensitive opsin [Source:Projected from Anopheles gambiae (AGAP001161) VB Community Annotation],protein coding gene
AARA015753,unspecified product,protein coding gene
AARA015754,cuticular protein RR-2 family [Source:Projected from Anopheles gambiae (AGAP003390) VB Community Annotation],protein coding gene
AARA015755,unspecified product,protein coding gene
AARA015756,cuticular protein RR-2 family [Source:Projected from Anopheles gambiae (AGAP003375) VB Community Annotation],protein coding gene
AARA015757,cuticular protein RR-2 family [Source:Projected from Anopheles gambiae (AGAP003378) VB Community Annotation],protein coding gene
AARA015758,Gustatory receptor [Source:UniProtKB/TrEMBL;Acc:A0A182IIH5],protein coding gene
AARA015759,Gustatory receptor [Source:UniProtKB/TrEMBL;Acc:A0A182IIH6],protein coding gene
AARA015760,cathepsin O [Source:Projected from Anopheles gambiae (AGAP002720) VB Community Annotation],protein coding gene
AARA015761,"Tryptophan 2,3-dioxygenase [Source:UniProtKB/TrEMBL;Acc:A0A182IIH8]",protein coding gene
AARA015762,glutathione S-transferase,protein coding gene
AARA015763,glutathione S-transferase,protein coding gene
AARA015764,glutathione S-transferase,protein coding gene
AARA015765,glutathione S-transferase,protein coding gene
AARA015766,cytochrome P450,protein coding gene
AARA015767,cytochrome P450,protein coding gene
AARA015768,cytochrome P450 325A3 (partial),protein coding gene
AARA015769,odorant receptor,protein coding gene
AARA015770,odorant receptor,protein coding gene
AARA015771,unspecified product,protein coding gene
AARA015772,Cytoplasmic actin [Source:Projected from Anopheles gambiae (AGAP011515) UniProtKB/TrEMBL;Acc:A0A1S4H6W1],protein coding gene
AARA015773,unspecified product,protein coding gene
AARA015774,venom allergen [Source:Projected from Anopheles gambiae (AGAP013192) VB Community Annotation],protein coding gene
AARA015775,antigen 5 related protein [Source:Projected from Anopheles gambiae (AGAP003354) VB Community Annotation],protein coding gene
AARA015776,cuticular protein RR-2 family [Source:Projected from Anopheles gambiae (AGAP003385) VB Community Annotation],protein coding gene
AARA015777,cuticular protein RR-2 family [Source:Projected from Anopheles gambiae (AGAP003384) VB Community Annotation],protein coding gene
AARA015778,unspecified product,protein coding gene
AARA015779,unspecified product,protein coding gene
AARA015780,unspecified product,protein coding gene
AARA015781,unspecified product,protein coding gene
AARA015782,unspecified product,protein coding gene
AARA015783,Sphingomyelin phosphodiesterase [Source:UniProtKB/TrEMBL;Acc:A0A182IIK1],protein coding gene
AARA015784,unspecified product,protein coding gene
AARA015785,cytochrome P450,protein coding gene
AARA015786,Carboxylic ester hydrolase [Source:UniProtKB/TrEMBL;Acc:A0A182IIK4],protein coding gene
AARA015787,cytochrome P450,protein coding gene
AARA015788,cytochrome P450,protein coding gene
AARA015789,cytochrome P450,protein coding gene
AARA015790,cytochrome P450,protein coding gene
AARA015791,cytochrome P450,protein coding gene
AARA015792,cytochrome P450,protein coding gene
AARA015793,unspecified product,protein coding gene
AARA015794,cytochrome P450,protein coding gene
AARA015795,cytochrome P450,protein coding gene
AARA015796,cytochrome P450,protein coding gene
AARA015797,cytochrome P450,protein coding gene
AARA015798,cytochrome P450,protein coding gene
AARA015799,cytochrome P450,protein coding gene
AARA015800,cytochrome P450,protein coding gene
AARA015801,cytochrome P450,protein coding gene
AARA015802,odorant receptor 3,protein coding gene
AARA015803,RNA polymerase II subunit A C-terminal domain phosphatase SSU72 [Source:Projected from Anopheles gambiae (AGAP011470) VB Community Annotation],protein coding gene
AARA015804,odorant receptor 4,protein coding gene
AARA015805,odorant receptor 5,protein coding gene
AARA015806,aldehyde oxidase [Source:Projected from Anopheles gambiae (AGAP006221) VB Community Annotation],protein coding gene
AARA015807,UDP-glucuronosyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A182IIM5],protein coding gene
AARA015808,aldehyde oxidase [Source:Projected from Anopheles gambiae (AGAP006220) VB Community Annotation],protein coding gene
AARA015809,receptor tyrosine kinase-like orphan receptor [Source:Projected from Anopheles gambiae (AGAP006219) VB Community Annotation],protein coding gene
AARA015810,BTB/POZ domain-containing protein [Source:Projected from Anopheles gambiae (AGAP006714) VB Community Annotation],protein coding gene
AARA015811,unspecified product,protein coding gene
AARA015812,unspecified product,protein coding gene
AARA015813,unspecified product,protein coding gene
AARA015814,CLIP-domain serine protease [Source:Projected from Anopheles gambiae (AGAP008835) VB Community Annotation],protein coding gene
AARA015815,adipokinetic hormone 1,protein coding gene
AARA015816,cytochrome P450,protein coding gene
AARA015817,cytochrome P450,protein coding gene
AARA015818,Carboxylic ester hydrolase [Source:UniProtKB/TrEMBL;Acc:A0A182IIN6],protein coding gene
AARA015819,vacuolar protein sorting 20,protein coding gene
AARA015820,unspecified product,protein coding gene
AARA015821,unspecified product,protein coding gene
AARA015822,unspecified product,protein coding gene
AARA015823,odorant receptor [Source:Projected from Anopheles gambiae (AGAP009397) VB Community Annotation],protein coding gene
AARA015824,odorant receptor,protein coding gene
AARA015825,odorant receptor,protein coding gene
AARA015826,odorant receptor,protein coding gene
AARA015827,odorant receptor,protein coding gene
AARA015828,NAD-dependent malate dehydrogenase [Source:Projected from Anopheles gambiae (AGAP001903) VB Community Annotation],protein coding gene
AARA015829,zinc finger RNA-binding protein [Source:Projected from Anopheles gambiae (AGAP001905) VB Community Annotation],protein coding gene
AARA015830,Gustatory receptor [Source:UniProtKB/TrEMBL;Acc:A0A182IIP8],protein coding gene
AARA015831,exopolyphosphatase [Source:Projected from Anopheles gambiae (AGAP004314) VB Community Annotation],protein coding gene
AARA015832,"LETM1 and EF-hand domain-containing protein 1, mitochondrial precursor [Source:Projected from Anopheles gambiae (AGAP003296) VB Community Annotation]",protein coding gene
AARA015833,deoxyribonuclease II [Source:Projected from Anopheles gambiae (AGAP003295) VB Community Annotation],protein coding gene
AARA015834,7SK snRNA methylphosphate capping enzyme [Source:Projected from Anopheles gambiae (AGAP003278) VB Community Annotation],protein coding gene
AARA015835,cathepsin D [Source:Projected from Anopheles gambiae (AGAP003277) VB Community Annotation],protein coding gene
AARA015836,40S ribosomal protein S21 [Source:UniProtKB/TrEMBL;Acc:A0A182IIQ4],protein coding gene
AARA015837,Daxx-like protein [Source:Projected from Anopheles gambiae (AGAP009432) UniProtKB/TrEMBL;Acc:A0A1S4H146],protein coding gene
AARA015838,odorant receptor,protein coding gene
AARA015839,odorant receptor,protein coding gene
AARA015840,glutathione S-transferase,protein coding gene
AARA015841,glutathione S-transferase,protein coding gene
AARA015842,unspecified product,protein coding gene
AARA015843,unspecified product,protein coding gene
AARA015844,cytochrome P450,protein coding gene
AARA015845,unspecified product,protein coding gene
AARA015846,unspecified product,protein coding gene
AARA015847,arrestin domain-containing protein [Source:Projected from Anopheles gambiae (AGAP001891) VB Community Annotation],protein coding gene
AARA015848,CLIP-domain serine protease [Source:Projected from Anopheles gambiae (AGAP004148) VB Community Annotation],protein coding gene
AARA015849,unspecified product,protein coding gene
AARA015850,unspecified product,protein coding gene
AARA015851,unspecified product,protein coding gene
AARA015852,unspecified product,protein coding gene
AARA015853,unspecified product,protein coding gene
AARA015854,unspecified product,protein coding gene
AARA015855,odorant receptor,protein coding gene
AARA015856,odorant receptor,protein coding gene
AARA015857,Lipase [Source:UniProtKB/TrEMBL;Acc:A0A182IIS8],protein coding gene
AARA015858,odorant receptor,protein coding gene
AARA015859,odorant receptor,protein coding gene
AARA015860,odorant receptor,protein coding gene
AARA015861,odorant receptor,protein coding gene
AARA015862,cytochrome P450,protein coding gene
AARA015863,cytochrome P450,protein coding gene
AARA015864,unspecified product,protein coding gene
AARA015865,unspecified product,protein coding gene
AARA015866,FMRFamide,protein coding gene
AARA015867,unspecified product,protein coding gene
AARA015868,Gustatory receptor [Source:UniProtKB/TrEMBL;Acc:A0A182IIT9],protein coding gene
AARA015869,Gustatory receptor [Source:UniProtKB/TrEMBL;Acc:A0A182IIU0],protein coding gene
AARA015870,cytochrome P450,protein coding gene
AARA015871,cysteine and histidine-rich domain-containing protein [Source:Projected from Anopheles gambiae (AGAP003061) VB Community Annotation],protein coding gene
AARA015872,cytochrome P450 304B1,protein coding gene
AARA015873,cytochrome P450 304C1,protein coding gene
AARA015874,Gustatory receptor [Source:UniProtKB/TrEMBL;Acc:A0A182IIU5],protein coding gene
AARA015875,Gustatory receptor [Source:UniProtKB/TrEMBL;Acc:A0A182IIU6],protein coding gene
AARA015876,odorant receptor,protein coding gene
AARA015877,unspecified product,protein coding gene
AARA015880,unspecified product,protein coding gene
AARA015881,unspecified product,protein coding gene
