Geneid,Gene Type,Product Description
AGAP029638,protein coding gene,unspecified product
AGAP029639,protein coding gene,unspecified product
AGAP029640,protein coding gene,Tetraspanin [Source:UniProtKB/TrEMBL;Acc:Q7Q1S1]
AGAP029641,protein coding gene,unspecified product
AGAP029642,protein coding gene,Amine oxidase [Source:UniProtKB/TrEMBL;Acc:A0A453Z0A9]
AGAP029643,protein coding gene,unspecified product
AGAP029644,protein coding gene,unspecified product
AGAP029645,protein coding gene,unspecified product
AGAP029646,protein coding gene,unspecified product
AGAP029647,protein coding gene,unspecified product
AGAP029648,protein coding gene,unspecified product
AGAP029649,protein coding gene,unspecified product
AGAP029650,protein coding gene,EAF domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A453Z0W9]
AGAP029651,protein coding gene,unspecified product
AGAP029652,protein coding gene,HMG box domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A453Z0E6]
AGAP029653,protein coding gene,unspecified product
AGAP029654,protein coding gene,unspecified product
AGAP029655,protein coding gene,unspecified product
AGAP029656,protein coding gene,unspecified product
AGAP029657,protein coding gene,E3 ubiquitin-protein ligase [Source:UniProtKB/TrEMBL;Acc:A0A453Z098]
AGAP029658,protein coding gene,DUF4211 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A453Z0X1]
AGAP029659,protein coding gene,unspecified product
AGAP029660,protein coding gene,odorant-binding protein 38
AGAP029661,protein coding gene,unspecified product
AGAP029662,protein coding gene,unspecified product
AGAP029663,protein coding gene,unspecified product
AGAP029664,protein coding gene,unspecified product
AGAP029665,protein coding gene,DUF4806 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A453Z0B0]
AGAP029666,protein coding gene,RING-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A453Z0L3]
AGAP029667,protein coding gene,unspecified product
AGAP029668,protein coding gene,unspecified product
AGAP029669,protein coding gene,unspecified product
AGAP029670,protein coding gene,unspecified product
AGAP029671,protein coding gene,unspecified product
AGAP029672,protein coding gene,Protein tweety homolog [Source:UniProtKB/TrEMBL;Acc:A0A453Z0G7]
AGAP029673,protein coding gene,unspecified product
AGAP029674,protein coding gene,unspecified product
AGAP029675,protein coding gene,unspecified product
AGAP029676,protein coding gene,unspecified product
AGAP029677,protein coding gene,unspecified product
AGAP029678,protein coding gene,Myosin motor domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A453Z0C2]
AGAP029679,protein coding gene,unspecified product
AGAP029680,protein coding gene,unspecified product
AGAP029681,protein coding gene,Tyrosine-protein kinase [Source:UniProtKB/TrEMBL;Acc:Q7PML5]
AGAP029682,protein coding gene,unspecified product
AGAP029683,protein coding gene,unspecified product
AGAP029684,protein coding gene,protein osiris 10
AGAP029686,protein coding gene,ATP-binding cassette transporter (ABC transporter) family C member 6
AGAP029687,protein coding gene,unspecified product
AGAP029688,protein coding gene,unspecified product
AGAP029689,protein coding gene,unspecified product
AGAP029690,protein coding gene,tRNA (guanine(37)-N1)-methyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A453Z0M2]
AGAP029691,protein coding gene,Peptidase_M14 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A453Z0F7]
AGAP029692,protein coding gene,unspecified product
AGAP029693,protein coding gene,unspecified product
AGAP029694,protein coding gene,unspecified product
AGAP029695,protein coding gene,unspecified product
AGAP029696,protein coding gene,unspecified product
AGAP029697,protein coding gene,unspecified product
AGAP029698,protein coding gene,LAM_G_DOMAIN domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A453Z0D8]
AGAP029699,protein coding gene,unspecified product
AGAP029700,protein coding gene,unspecified product
AGAP029701,protein coding gene,SCP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A453Z0G9]
AGAP029702,protein coding gene,unspecified product
AGAP029703,protein coding gene,unspecified product
AGAP029704,protein coding gene,unspecified product
AGAP029705,protein coding gene,odorant receptor 50
AGAP029706,protein coding gene,unspecified product
AGAP029707,protein coding gene,unspecified product
AGAP029708,protein coding gene,ZZ-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A453Z0E9]
AGAP029711,protein coding gene,unspecified product
AGAP029712,protein coding gene,unspecified product
AGAP029713,protein coding gene,Neur_chan_LBD domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A453Z0H7]
AGAP029714,protein coding gene,Chitin-binding type-2 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A453Z0J3]
AGAP029715,protein coding gene,unspecified product
AGAP029717,protein coding gene,unspecified product
AGAP029719,protein coding gene,Aa_trans domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A453Z0J6]
AGAP029720,protein coding gene,Proton-coupled amino acid transporter [Source:UniProtKB/TrEMBL;Acc:A0A453Z0F9]
AGAP029721,protein coding gene,Fibrinogen C-terminal domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A453Z0Y6]
AGAP029722,protein coding gene,Fibrinogen C-terminal domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A453Z0Y7]
AGAP029723,protein coding gene,unspecified product
AGAP029724,protein coding gene,unspecified product
AGAP029725,protein coding gene,unspecified product
AGAP029726,protein coding gene,unspecified product
AGAP029727,protein coding gene,unspecified product
AGAP029728,protein coding gene,unspecified product
AGAP029729,protein coding gene,unspecified product
AGAP029730,protein coding gene,unspecified product
AGAP029731,protein coding gene,unspecified product
AGAP029732,protein coding gene,Aldo_ket_red domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A453Z0Z8]
AGAP029733,protein coding gene,Aldo_ket_red domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A453Z0Z7]
AGAP029734,protein coding gene,unspecified product
AGAP029735,protein coding gene,unspecified product
AGAP029736,protein coding gene,unspecified product
AGAP029737,protein coding gene,unspecified product
AGAP029738,protein coding gene,Btz domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A453Z103]
AGAP029739,protein coding gene,unspecified product
AGAP029740,protein coding gene,unspecified product
AGAP029741,protein coding gene,unspecified product
AGAP029742,protein coding gene,unspecified product
AGAP029743,protein coding gene,unspecified product
AGAP029744,protein coding gene,unspecified product
AGAP029745,protein coding gene,unspecified product
AGAP029746,protein coding gene,unspecified product
AGAP029747,protein coding gene,Peptidase S1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A453Z113]
AGAP029748,protein coding gene,Peptidase S1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A453Z112]
AGAP029749,protein coding gene,unspecified product
AGAP029750,protein coding gene,Peptidase S1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A453Z114]
AGAP029751,protein coding gene,argonaute 2
AGAP029752,protein coding gene,PAZ domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A453Z115]
AGAP029753,protein coding gene,Lipase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A453Z116]
AGAP029754,protein coding gene,Lipase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A453Z122]
AGAP029755,protein coding gene,Lipase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A453Z120]
AGAP029756,protein coding gene,Lipase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A453Z123]
AGAP029757,protein coding gene,Acyl-coenzyme A oxidase [Source:UniProtKB/TrEMBL;Acc:A0A453Z119]
AGAP029758,protein coding gene,Acyl-coenzyme A oxidase [Source:UniProtKB/TrEMBL;Acc:A0A453Z121]
AGAP029759,protein coding gene,unspecified product
AGAP029760,protein coding gene,Clustered mitochondria protein homolog [Source:UniProtKB/TrEMBL;Acc:A0A7N4YH71]
AGAP029761,protein coding gene,unspecified product
AGAP029762,protein coding gene,unspecified product
AGAP029763,protein coding gene,CRAL-TRIO domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A453Z126]
AGAP029764,protein coding gene,CRAL-TRIO domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A453Z130]
AGAP029765,protein coding gene,Polypeptide N-acetylgalactosaminyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A453Z132]
AGAP029766,protein coding gene,Polypeptide N-acetylgalactosaminyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A453Z133]
AGAP029767,protein coding gene,Poly(A) polymerase [Source:UniProtKB/TrEMBL;Acc:F5HLS4]
AGAP029768,protein coding gene,unspecified product
AGAP029769,protein coding gene,CLIP-domain serine protease
AGAP029770,protein coding gene,CLIP domain-containing serine protease [Source:UniProtKB/TrEMBL;Acc:Q7QBP4]
AGAP029771,protein coding gene,unspecified product
AGAP029772,protein coding gene,unspecified product
AGAP029773,protein coding gene,unspecified product
AGAP029774,protein coding gene,unspecified product
AGAP029775,protein coding gene,unspecified product
AGAP029776,protein coding gene,unspecified product
AGAP029777,protein coding gene,unspecified product
AGAP029778,protein coding gene,unspecified product
AGAP029779,protein coding gene,Polypeptide N-acetylgalactosaminyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A453Z147]
AGAP029780,protein coding gene,Polypeptide N-acetylgalactosaminyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A453Z145]
AGAP029781,protein coding gene,Polypeptide N-acetylgalactosaminyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A453Z148]
AGAP029782,protein coding gene,sulfotransferase
AGAP029783,protein coding gene,sulfotransferase
AGAP029784,protein coding gene,sulfotransferase
AGAP029785,protein coding gene,sulfotransferase
AGAP029786,protein coding gene,unspecified product
AGAP029787,protein coding gene,unspecified product
AGAP029788,protein coding gene,unspecified product
AGAP029789,protein coding gene,DUF4806 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A453Z156]
AGAP029790,protein coding gene,unspecified product
AGAP029791,protein coding gene,unspecified product
AGAP029792,protein coding gene,Coilin_N domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A499FWV4]
AGAP029793,protein coding gene,unspecified product
AGAP029794,protein coding gene,unspecified product
AGAP029795,protein coding gene,unspecified product
AGAP029796,protein coding gene,unspecified product
AGAP029797,protein coding gene,unspecified product
AGAP029798,protein coding gene,unspecified product
AGAP029799,protein coding gene,unspecified product
AGAP029800,protein coding gene,unspecified product
AGAP029801,protein coding gene,DDE Tnp4 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A499FX21]
AGAP029802,protein coding gene,unspecified product
AGAP029803,protein coding gene,unspecified product
AGAP029804,protein coding gene,unspecified product
AGAP029805,protein coding gene,unspecified product
AGAP029806,protein coding gene,unspecified product
AGAP029807,protein coding gene,unspecified product
AGAP029808,protein coding gene,Fork-head domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A499FWW7]
AGAP029809,protein coding gene,unspecified product
AGAP029810,protein coding gene,ANK_REP_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A499FWY3]
AGAP029811,protein coding gene,unspecified product
AGAP029812,protein coding gene,unspecified product
AGAP029813,protein coding gene,unspecified product
AGAP029814,protein coding gene,SUN domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A499FX34]
AGAP029815,protein coding gene,unspecified product
AGAP029816,protein coding gene,unspecified product
AGAP029817,protein coding gene,CASPASE_P20 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A499FX15]
AGAP029818,protein coding gene,unspecified product
AGAP029819,protein coding gene,unspecified product
AGAP029820,protein coding gene,unspecified product
AGAP029821,protein coding gene,unspecified product
AGAP029822,protein coding gene,unspecified product
AGAP029823,protein coding gene,unspecified product
AGAP029824,protein coding gene,unspecified product
AGAP029825,protein coding gene,unspecified product
AGAP029826,protein coding gene,Tox-SGS domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A499FX22]
AGAP029827,protein coding gene,unspecified product
AGAP029828,protein coding gene,unspecified product
AGAP029829,protein coding gene,unspecified product
AGAP029830,protein coding gene,Fibrinogen C-terminal domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A499FX05]
AGAP029831,protein coding gene,Fibrinogen C-terminal domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A499FX26]
AGAP029832,protein coding gene,Peptidase_M14 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A499FX46]
AGAP029833,protein coding gene,Peptidase_M14 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A499FWZ4]
AGAP029834,protein coding gene,unspecified product
AGAP029835,protein coding gene,PBPb domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A499FX09]
AGAP029836,protein coding gene,unspecified product
AGAP029837,protein coding gene,PBPb domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A499FX48]
AGAP029838,protein coding gene,unspecified product
AGAP029893,protein coding gene,unspecified product
AGAP029894,protein coding gene,unspecified product
AGAP029895,protein coding gene,unspecified product
AGAP029896,protein coding gene,unspecified product
AGAP029897,protein coding gene,unspecified product
AGAP029898,protein coding gene,unspecified product
AGAP029899,protein coding gene,unspecified product
AGAP029900,protein coding gene,unspecified product
AGAP029901,protein coding gene,unspecified product
AGAP029902,protein coding gene,unspecified product
AGAP029903,protein coding gene,unspecified product
AGAP029904,protein coding gene,unspecified product
AGAP029905,protein coding gene,unspecified product
AGAP029906,protein coding gene,unspecified product
AGAP029907,protein coding gene,unspecified product
AGAP029908,protein coding gene,unspecified product
AGAP029909,protein coding gene,unspecified product
AGAP029910,protein coding gene,unspecified product
AGAP029911,protein coding gene,unspecified product
AGAP029912,protein coding gene,unspecified product
AGAP029913,protein coding gene,unspecified product
AGAP029914,protein coding gene,unspecified product
AGAP029915,protein coding gene,unspecified product
AGAP029916,protein coding gene,unspecified product
AGAP029917,protein coding gene,unspecified product
AGAP029918,protein coding gene,unspecified product
AGAP029921,protein coding gene,unspecified product
AGAP029922,protein coding gene,unspecified product
AGAP029923,protein coding gene,unspecified product
AGAP029924,protein coding gene,unspecified product
AGAP029925,protein coding gene,unspecified product
AGAP029926,protein coding gene,unspecified product
AGAP029927,protein coding gene,unspecified product
AGAP029928,protein coding gene,unspecified product
AGAP029929,protein coding gene,unspecified product
